Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
ALTAIR HOMEOWNERS ASSOCIATION,11896-1994,REG,176,(702) 368-4637,"C/O ELITE HOA MANAGEMENT, INC.",8425 W FLAMINGO RD STE 1,LAS VEGAS,NV,89147,Clark,epic association management,epic association management,epic association management,epic association management,8712 spanish ridge ave,False
ALTERRA HOMEOWNERS ASSOCIATION,24204-2002,SUB,158,(702) 655-7064,C/O LAS VEGAS VALLEY COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,camco,camco,camco,camco,po box 400518,False
ALTEZZA HOMEOWNERS ASSOCIATION INC,9896-1996,SUB,128,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
ALTURA UNIT OWNERS ASSOCIATION,0218282015-5,SUB,119,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,8345 w sunset rd,False
ALTURAS AT MOUNTAIN'S EDGE HOMEOWNERS ASSOCIATION,0168262006-1,SUB,83,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
ALUM CREEK PATIO HOMES HOMEOWNERS ASSOCIATION,3220-1988,SUB,112,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Washoe,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
AMADO HOMEOWNER'S ASSOCIATION,0568642006-1,SUB,503,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
AMARANTE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,160,(702) 882-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,kenyon associate,kenyon associate,kenyon associate,kenyon associate,645 sierra rose dr,False
AMARILLO HOMEOWNERS ASSOCIATION,0528972005-1,REG,53,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,camco,camco,camco,camco,po box 400518,False
"AMBER HILLS II HOMEOWNERS' ASSOCIATION, INC",7307-2002,REG,176,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
AMBER HILLS III HOMEOWNERS ASSOCIATION INC,7407-2002,REG,80,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AMBER HILLS OWNERS ASSOCIATION INC,318-1999,SUB,82,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,3675 w cheyenne ave,False
"AMBER HILLS WEST HOMEOWNERS ASSOCIATION, INC.",5677-1998,REG,88,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,camco,camco,camco,camco,po box 400518,False
AMBER RIDGE ASSOCIATION,7614-2004,REG,199,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT INC,710 CORONADO CENTER DRIVE,N LAS VEGAS,NV,89052,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AMBER RIDGE COMMUNITY ASSOCIATION,15054-2004,REG,213,(702) 655-7064,C/O LAS VEGAS VALLEY COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AMBER WOOD HOMEOWNERS ASSOCIATION,27877-2004,REG,55,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES,3568 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,shannon day property management,shannon day property management,shannon day property management,shannon day property management,po box 97512,False
"AMBIANCE ESTATES HOMEOWNERS ASSOCIATION, INC.",16829-2000,REG,49,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911-B,HENDERSON,NV,89014,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
AMBIANCE SOUTHWEST LAND MANAGEMENT ASSOCIATION,0420392010-9,REG,10,(702) 823-2272,,7171 CROWNTOP CIR,LAS VEGAS,NV,89118,Clark,,,,,,
"AMERICAN VILLAGE ASSOCIATION, INC.",1145-1973,REG,147,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
AMERICAN WEST VILLAGE II OWNERS ASSOCIATION,16408-1996,REG,97,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
AMERICAN WEST VILLAGE OWNERS ASSOCIATION,16349-1994,REG,203,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
AMIZADE HOMEOWNERS ASSOCIATION,0466452018-9,REG,172,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
ANASAZI ESTATES HOMEOWNERS ASSOCIATION,8786-1995,REG,137,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,181 N ARROYO GRANDE BLVD STE 125,HENDERSON,NV,89074,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
"ANDALUSIA HOMEOWNER'S ASSOCIATION, THE",0655902011-6,SUB,81,(702) 215-4670,C/O ASSOCIA NEVADA SOUTH,8345 W SUNSET RD STE 150,LAS VEGAS,NV,89113,Clark,camco,camco,camco,camco,po box 400518,False
ANDOVER HOMEOWNERS ASSOCIATION,2623-2004,REG,101,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,summerlin communty management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,True
ANGEL COURT HOMEOWNERS ASSOCIATION,4852-1994,REG,40,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
ANGEL POINT HOMEOWNERS ASSOCIATION,138-1995,REG,144,(702) 222-2391,"C/O NEVADA COMMUNITY MANAGEMENT, LLC",9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
ANITRA ROAD MAINTENANCE ASSOCIATION,5294-1996,REG,20,(775) 674-8000,"C/O KENYON & ASSOCIATES, INC.",645 SIERRA ROSE DR STE 104,RENO,NV,89519,Washoe,camco,camco,camco,camco,po box 400518,False
ANN LOSEE HOMEOWNERS ASSOCIATION,0674752005-2,REG,427,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ANNENDALE HOMEOWNERS ASSOCIATION,35191-2001,REG,194,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,adept management service,adept management service,adept management service,adept management service,5550 painted mirage rd,False
ANSEDONIA AT SOUTHERN HIGHLANDS HOMEOWNERS ASSOCIATION,23882-2003,SUB,160,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,camco,camco,camco,camco,po box 400518,False
ANTELOPE CANYON HOMEOWNERS ASSOCIATION,17971-1997,REG,102,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,3675 W CHEYENNE AVE STE 100,N LAS VEGAS,NV,89032,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
ANTELOPE HOMEOWNERS' ASSOCIATION,14176-2004,REG,292,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,sierra community management,sierra community management,sierra community management,sierra community management,6280 s valley view blvd,False
"ANTHEM COUNTRY CLUB COMMUNITY ASSOCIATION, INC.",14326-1998,REG,1649,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE STREET,LAS VEGAS,NV,89135,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ANTHEM HIGHLANDS COMMUNITY ASSOCIATION,18706-2003,MSTR,1549,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ANTIGUA MAINTENANCE CORPORATION,27048-2000,REG,264,(702) 851-7660,"C/O NICKLIN PROPERTY MANAGEMENT & INVESTMENTS, INC",375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
"APACHE HILLS HOME OWNERS' ASSOCIATION, INC.",12648-2003,REG,88,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,3675 w cheyenne ave,False
APACHE SPRINGS HOMEOWNERS ASSOCIATION,956-1994,REG,146,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3945 W RENO AVE STE I,LAS VEGAS,NV,89118,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
APPALOOSA CANYON/QUARTERHORSE FALLS HOMEOWNERS ASSOCIATION,2484-2000,REG,339,(702) 247-1115,C/O IDEAL COMMUNITY MANAGEMENT,5785 CENTENNIAL CENTER BLVD STE 210,LAS VEGAS,NV,89149,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
APPROACH 80 HOMEOWNERS ASSOCIATION,7239-1981,REG,38,(702) 362-0318,"C/O PERFORMANCE CAM, LLC",5135 CAMINO AL NORTE STE 210,N LAS VEGAS,NV,89031,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARAGON HOMEOWNERS' ASSOCIATION,0112782015-8,REG,143,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89183,Clark,las vega valley community management,las vega valley community management,las vega valley community management,las vega valley community management,po box 750266,False
ARBOR GLEN HOMEOWNERS ASSOCIATION,0053052006-8,REG,147,(702) 292-9091,C/O REGAL PROPERTY MANAGEMENT,3945 W RENO AVE STE I,LAS VEGAS,NV,89118,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ARBOR GROVE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,165,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,real propertie management group,real propertie management group,real propertie management group,real propertie management group,po box 95606,False
"ARBOR LANE LANDSCAPE MAINTENANCE ASSOCIATION, INC",9376-2000,REG,261,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,710 coronado center dr,False
ARBOR PARK COMMUNITY ASSOCIATION,2024-2000,REG,160,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARBOR VIEW @ SUMMERLIN NORTH,SAME AS MASTER,SAM,88,(702) 838-5500,C/O SUMMERLIN COMMUNTY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,camco,camco,camco,camco,po box 400518,False
"ARBORS OWNERS ASSOCIATION INC, THE",3100-1984,REG,159,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,PO BOX 28759,LAS VEGAS,NV,89126,Clark,ctf development,ctf development,ctf development,ctf development,2990 ponce de leon blvd,False
ARBUCKLE DRIVE HOMEOWNERS ASSOCIATION,6425-1992,SUB,48,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,compass community management,compass community management,compass community management,compass community management,500 n rainbow,False
ARDEN PARK HOMEOWNERS' ASSOCIATION,0142012009-5,REG,40,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ARDIENTE HOMEOWNERS ASSOCIATION,0362832005-5,REG,788,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
ARGENTS HILL DRIVE HOMEOWNERS ASSOCIATION,8812-1994,SUB,42,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,5550 PAINTED MIRAGE RD STE 320,LAS VEGAS,NV,89149,Clark,desert community management,desert community management,desert community management,adept management service,5550 painted mirage rd,False
ARIANNA RIDGE HOMEOWNERS ASSOCIATION,0515642005-7,REG,30,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,camco,camco,camco,camco,po box 400518,False
ARISTA HOMEOWNERS' ASSOCIATION,0257342014-9,REG,51,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT,181 N ARROYO GRANDE BLVD STE 125,HENDERSON,NV,89074,Clark,howard hughe,howard hughe,howard hughe,howard hughe,10801 w charleston blvd 33d fl,False
ARLINGTON RANCH ESTATES HOMEOWNERS ASSOCIATION,8387-2004,REG,137,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,"6280 S VALLEY VIEW BLVD, SUITE 310",LAS VEGAS,NV,89118,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,3675 w cheyenne ave,False
ARLINGTON RANCH LANDSCAPE MAINTENANCE ASSOCIATION,8386-2004,REG,1232,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
