Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
685 PALMER COURT HOMEOWNERS ASSOCIATION,0386602018-1,REG,4,(760) 213-0099,685 PALMER COURT HOMEOWNER ASSOCIATION,685 PALMER COURT UNIT 4,INCLINE VILLAGE,NV,89451,Washoe,,,,,,
701 HOGAN COURT COMMUNITY ASSOCIATION,2504392019-1,REG,4,(775) 830-7113,C/O MAVERICK SPRINGS LLC,6770 S MCCARRAN #202,RENO,NV,89509,Washoe,sierra community management,sierra community management,sierra community management,sierra community management,6280 s valley view blvd,False
750 MILKY WAY ASSOCIATION,9846-2004,SUB,8,(858) 720-1575,,PO BOX 3600,STATELINE,NV,89449,Douglas,,,,,,
999 LAKESHORE ASSOCIATION,1270-1967,REG,60,(775) 413-5136,C/O PONDEROSA PROPERTY MANAGEMENT,PO BOX 5905,INCLINE VILLAGE,NV,89450,Washoe,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
ABERDEEN @ SOUTHERN HIGHLANDS HOMEOWNERS ASSOCIATION,11900-2001,SUB,88,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,camco,camco,camco,camco,po box 400518,False
ACADIA AT SKYE CANYON HOMEOWNERS ASSOCIATION,0591702017-1,SUB,96,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W. CHEYENNE AVE.,N. LAS VEGAS,NV,89032,Clark,camco,camco,camco,camco,po box 400518,False
ACADIA HOMEOWNERS ASSOCIATION,0500242015-4,REG,56,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,camco,camco,camco,camco,po box 400518,False
ADAGIO HOMEOWNERS' ASSOCIATION,0667642005-0,REG,282,(702) 405-3300,C/O PINNACLE COMMUNITY ASSOCIATION MANAGEMENT,9330 W. SAHARA AVE STE 210,LAS VEGAS,NV,89117,Clark,camco,camco,camco,camco,p o box 400518,False
ADHARA COVE HOMEOWNERS ASSOCIATION,0278802014-0,REG,201,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE STREET,LAS VEGAS,NV,89140,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ADIAMO HOMEOWNERS' ASSOCIATION,0145332007-4,REG,278,(702) 990-2790,C/O OVATION PROPERTY MANAGEMENT,6021 S FORT APACHE RD STE 100,LAS VEGAS,NV,89148,Clark,adept management service,adept management service,adept management service,adept management service,5550 painted mirage rd,False
ADMIRAL'S POINT HOMEOWNERS ASSOCIATION,7506-1987,SUB,132,(702) 222-2391,"C/O NEVADA COMMUNITY MANAGEMENT, LLC",9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ADMIRAL'S POINT II OWNERS ASSOCIATION,10995-1992,REG,132,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,6280 S VALLEY VIEW BLVD STE 310,LAS VEGAS,NV,89118,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
AFFINITY HOMEOWNERS ASSOCIATION,0240662017-1,SUB,485,(702) 856-3716,C/O TERRA WEST MANAGEMENT SERVICES,6655 S. CIMARRON #200,LAS VEGAS,NV,89113,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
AGAVE MOON HOMEOWNERS ASSOCIATION,0254462018-4,REG,104,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W. CHEYENNE AVE.,N LAS VEGAS,NV,89032,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
AHEY ESTATES HOMEOWNERS ASSOCIATION INC,13019-1998,REG,32,(702) 362-0318,"C/O PERFORMANCE CAM, LLC",5135 CAMINO AL NORTE STE 100,N LAS VEGAS,NV,89031,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
AIRPARK ESTATES HOMEOWNERS ASSOCIATION,887-1991,REG,136,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Lyon,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ALAMO SQUARE HOMEOWNER'S ASSOCIATION,0373742016-0,REG,38,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CT,RENO,NV,89521,Washoe,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ALDER EAST HOMEOWNERS ASSOCIATION,0183112019-8,REG,38,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
ALDER LANDING HOMEOWNERS ASSOCIATION,0574162017-4,REG,38,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
ALEXANDER GRAND CANYON HOMEOWNERS ASSOCIATION,0398932017-3,REG,18,(702) 531-3382,C/O CAMCO,P O BOX 400518,LAS VEGAS,NV,89140,Clark,capital consultant management corportation,capital consultant management corportation,,capital consultant management corportation,8090 blur diamond rd,False
ALEXANDER PARK HOMEOWNERS' ASSOCIATION,26381-2003,REG,185,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ALEXANDER STATION COMMUNITY ASSOCIATION,19615-1998,REG,93,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,5550 PAINTED MIRAGE RD STE 320,LAS VEGAS,NV,89149,Clark,thoroughbred management,thoroughbred management,first columbia community management,thoroughbred management,3100 w sahara,False
ALEXIS HEIGHTS UNIT OWNERS ASSOCIATION,0037492005-9,REG,256,(702) 373-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,ideal community management,ideal community management,ideal community management,ideal community management,5785 centennial center blvd,False
ALIANTE COVE HOMEOWNERS ASSOCIATION,17454-2004,SUB,155,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,reno property management,reno property management,reno property management,reno property management,1575 delucchi ln,False
ALLEGRA HOMEOWNERS ASSOCIATION,0328012015-7,SUB,88,(702) 880-4646,C/O TERRA WEST MANAGEMENT,PO BOX 80900,LAS VEGAS,NV,89180,Clark,camco,camco,camco,camco,po box 400518,False
ALLEGRO HOMEOWNERS ASSOCIATION,1392-1992,REG,147,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,elite hoa management,elite hoa management,elite hoa management,elite hoa management,8425 w flamingo rd,False
ALLEN MANOR HOMEOWNERS ASSOCIATION,12891-2004,REG,147,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
ALLEN MANOR II HOMEOWNERS ASSOCIATION,0052322006-0,REG,60,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,nevada community management,nevada community management,las vega valley community management,las vega valley community management,7571 tule spring rd,False
ALLERTON PARK HOMEOWNER'S ASSOCIATION,0295422005-4,SUB,333,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT INC,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
"ALLURE HOMEOWNERS' ASSOCIATION, INC.",0608152007-2,REG,427,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,6935 aliante pkwy,False
ALLURE I TOWNHOMES HOMEOWNERS ASSOCIATION,3232-1994,REG,126,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,camco,camco,camco,camco,po box 400518,False
ALONDRA HOMEOWNERS' ASSOCIATION,769-2005,REG,320,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,shannon day property management,shannon day property management,shannon day property management,shannon day property management,po box 97512,False
ALPIAN MEADOW @ MOUNTAIN'S EDGE,SAME AS MASTER,SAM,84,,C/O CAPITAL CONSULTANTS MANAGEMENT CORPORTATION,8090 BLUR DIAMOND RD,LAS VEGAS,NV,89178,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,639 isbell rd,False
ALPINE CROSSINGS AND WHISPER PEAK COMMUNITY ASSOCIATION,0464062015-7,SUB,204,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ALPINE MEADOWS ESTATES HOMEOWNERS ASSOCIATION THE,7447-1996,REG,19,(702) 365-6720,C/O THOROUGHBRED MANAGEMENT,"3100 W. SAHARA, STE #203",LAS VEGAS,NV,89102,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
ALPINE RIDGE ESTATES HOMEOWNERS ASSOCIATION,0498242007-9,REG,25,(702) 247-1115,C/O IDEAL COMMUNITY MANAGEMENT,5785 CENTENNIAL CENTER BLVD STE 210,LAS VEGAS,NV,89149,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
ALPINE TERRACE PROPERTY OWNERS ASSOCIATION,1290-1974,REG,24,(775) 853-9777,C/O TERRA WEST MANAGEMENT SERVICES,10651 PROFESSIONAL CIR STE A,RENO,NV,89521,Washoe,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
ALPINE VISTA II HOMEOWNERS ASSOCIATION,3388-1992,REG,84,(775) 329-7070,C/O RENO PROPERTY MANAGEMENT,1575 DELUCCHI LN STE 224,RENO,NV,89502,Washoe,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
ALTA FIORE COMMUNITY ASSOCIATION,0012202019-3,SUB,138,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89104,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ALTA VILLAGE HOMEOWNERS' ASSOCIATION,7808-1994,REG,9,(775) 832-6604,C/O INCLINE PROPERTY MANAGEMENT,848 TANAGER ST STE M,INCLINE VILLAGE,NV,89451,Washoe,shannon day property management,shannon day property management,shannon day property management,shannon day property management,po box 97512,False
ALTAIR & GEMINI POINTE HOMEOWNERS ASSOCIATION,0453362018-3,SUB,375,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,710 coronado center drive,False
ALTAIR HOMEOWNERS ASSOCIATION,11896-1994,REG,176,(702) 368-4637,"C/O ELITE HOA MANAGEMENT, INC.",8425 W FLAMINGO RD STE 1,LAS VEGAS,NV,89147,Clark,las vega valley community management,las vega valley community management,las vega valley community management,las vega valley community management,7571 tule spring rd,False
ALTAIR SW HOMEOWNERS ASSOCIATION,2952002019-4,REG,202,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
ALTERRA HOMEOWNERS ASSOCIATION,24204-2002,SUB,158,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
ALTEZZA HOMEOWNERS ASSOCIATION INC,9896-1996,SUB,128,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ALTITUDE HOMEOWNERS ASSOCIATION,1816682019-5,REG,6,(702)305-2753,C/O TRITON HOA SERVICES LLC,6935 ALIANTE PKWY STE 104-141,N LAS VEGAS,NV,89084,Clark,epic association management,epic association management,epic association management,epic association management,8712 spanish ridge ave,False
ALTURA UNIT OWNERS ASSOCIATION,0218282015-5,SUB,119,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,camco,camco,camco,camco,po box 400518,False
ALTURAS AT MOUNTAIN'S EDGE HOMEOWNERS ASSOCIATION,0168262006-1,SUB,83,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,camco,camco,camco,camco,po box 400518,False
ALUM CREEK PATIO HOMES HOMEOWNERS ASSOCIATION,3220-1988,SUB,112,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC","639 ISBELL RD, STE 280",RENO,NV,89509,Washoe,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
AMADO HOMEOWNER'S ASSOCIATION,0568642006-1,SUB,503,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,camco,camco,camco,camco,po box 400518,False
AMARANTE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,160,(702) 882-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
AMARILLO HOMEOWNERS ASSOCIATION,0528972005-1,REG,53,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,century communitie of nevada,century communitie of nevada,century communitie of nevada,century communitie of nevada,6345 s jone blvd,False
"AMBER HILLS II HOMEOWNERS' ASSOCIATION, INC",7307-2002,REG,176,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
AMBER HILLS III HOMEOWNERS ASSOCIATION INC,7407-2002,REG,80,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
AMBER HILLS OWNERS ASSOCIATION INC,318-1999,SUB,82,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
"AMBER HILLS WEST HOMEOWNERS ASSOCIATION, INC.",5677-1998,REG,88,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,kenyon associate,kenyon associate,kenyon associate,kenyon associate,645 sierra rose dr,False
AMBER RIDGE ASSOCIATION,7614-2004,REG,199,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT INC,710 CORONADO CENTER DRIVE,N LAS VEGAS,NV,89052,Clark,camco,camco,camco,camco,po box 400518,False
AMBER RIDGE COMMUNITY ASSOCIATION,15054-2004,REG,213,(702) 655-7064,C/O LAS VEGAS VALLEY COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
AMBER WOOD HOMEOWNERS ASSOCIATION,27877-2004,REG,55,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES,3568 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
"AMBIANCE ESTATES HOMEOWNERS ASSOCIATION, INC.",16829-2000,REG,49,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911-B,HENDERSON,NV,89014,Clark,on the ball,on the ball,on the ball,on the ball,1180 n town center dr 100,False
AMBIANCE SOUTHWEST LAND MANAGEMENT ASSOCIATION,0420392010-9,REG,10,(702) 823-2272,,7171 CROWNTOP CIR,LAS VEGAS,NV,89118,Clark,,,,,,
"AMERICAN VILLAGE ASSOCIATION, INC.",1145-1973,REG,147,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AMERICAN WEST LIBERTY HOMEOWNERS ASSOCIATION,0546802018-9,REG,135,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89183,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
AMERICAN WEST VILLAGE II OWNERS ASSOCIATION,16408-1996,REG,97,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,shannon day property management,shannon day property management,shannon day property management,shannon day property management,po box 97512,False
AMERICAN WEST VILLAGE OWNERS ASSOCIATION,16349-1994,REG,203,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
AMIZADE HOMEOWNERS ASSOCIATION,0466452018-9,REG,172,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,ideal community management,ideal community management,ideal community management,ideal community management,5785 centennial center blvd,False
ANASAZI ESTATES HOMEOWNERS ASSOCIATION,8786-1995,REG,137,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,181 N ARROYO GRANDE BLVD STE 125,HENDERSON,NV,89074,Clark,performance cam,performance cam,performance cam,performance cam,5135 camino al norte 100,False
ANCHOR POINTE MASTER HOMEOWNERS ASSOCIATION,0116102019-6,MSTR,247,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
"ANDALUSIA HOMEOWNER'S ASSOCIATION, THE",0655902011-6,SUB,81,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
ANDOVER COMMUNITY ASSOCIATION,2031252019-9,REG,65,(702) 873-5448,C/O CENTURY COMMUNITIES OF NEVADA LLC,6345 S JONES BLVD SUITE 400,LAS VEGAS,NV,89118,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
ANDOVER HOMEOWNERS ASSOCIATION,2623-2004,REG,101,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,camco,camco,camco,camco,po box 400518,False
ANGEL COURT HOMEOWNERS ASSOCIATION,4852-1994,REG,40,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ANGEL POINT HOMEOWNERS ASSOCIATION,138-1995,REG,144,(702) 222-2391,"C/O NEVADA COMMUNITY MANAGEMENT, LLC",9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
ANITRA ROAD MAINTENANCE ASSOCIATION,5294-1996,REG,20,(775) 674-8000,"C/O KENYON & ASSOCIATES, INC.",645 SIERRA ROSE DR STE 104,RENO,NV,89519,Washoe,summerlin communty management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,True
ANN LOSEE HOMEOWNERS ASSOCIATION,0674752005-2,REG,264,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
ANNENDALE HOMEOWNERS ASSOCIATION,35191-2001,REG,194,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,"8966 SPANISH RIDGE AVE., STE 100",LAS VEGAS,NV,89148,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
ANSEDONIA AT SOUTHERN HIGHLANDS HOMEOWNERS ASSOCIATION,23882-2003,SUB,160,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,adept management service,adept management service,adept management service,adept management service,5550 painted mirage rd,False
ANTELOPE CANYON HOMEOWNERS ASSOCIATION,17971-1997,REG,102,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,camco,camco,camco,camco,po box 400518,False
ANTELOPE HOMEOWNERS' ASSOCIATION,14176-2004,REG,292,(702) 577-3500,C/O ON THE BALL,1180 N TOWN CENTER DR #100,LAS VEGAS,NV,89144,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
"ANTHEM COUNTRY CLUB COMMUNITY ASSOCIATION, INC.",14326-1998,REG,1647,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE STREET,LAS VEGAS,NV,89135,Clark,adept management service,adept management service,adept management service,adept management service,5550 painted mirage rd,False
ANTHEM HIGHLANDS COMMUNITY ASSOCIATION,18706-2003,MSTR,1549,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,camco,camco,camco,camco,po box 400518,False
ANTIGUA MAINTENANCE CORPORATION,27048-2000,REG,264,(702) 851-7660,"C/O NICKLIN PROPERTY MANAGEMENT & INVESTMENTS, INC",375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,sierra community management,sierra community management,sierra community management,sierra community management,6280 s valley view blvd,False
"APACHE HILLS HOME OWNERS' ASSOCIATION, INC.",12648-2003,REG,88,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
APACHE SPRINGS HOMEOWNERS ASSOCIATION,956-1994,REG,146,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3945 W RENO AVE STE E,LAS VEGAS,NV,89118,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
APPALOOSA CANYON/QUARTERHORSE FALLS HOMEOWNERS ASSOCIATION,2484-2000,REG,339,(702) 247-1115,C/O IDEAL COMMUNITY MANAGEMENT,5785 CENTENNIAL CENTER BLVD STE 210,LAS VEGAS,NV,89149,Clark,kenyon associate,kenyon associate,kenyon associate,kenyon associate,645 sierra rose dr,False
APPROACH 80 HOMEOWNERS ASSOCIATION,7239-1981,REG,38,(702) 362-0318,"C/O PERFORMANCE CAM, LLC",5135 CAMINO AL NORTE #100,N LAS VEGAS,NV,89031,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
ARAGON HOMEOWNERS' ASSOCIATION,0112782015-8,REG,143,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89183,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
ARBOR GLEN HOMEOWNERS ASSOCIATION,0053052006-8,REG,147,(702) 292-9091,C/O REGAL PROPERTY MANAGEMENT,3945 W RENO AVE STE E,LAS VEGAS,NV,89118,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
ARBOR GROVE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,165,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARBOR HEIGHTS COMMUNITY ASSOCIATION,1422912019-5,REG,69,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
"ARBOR LANE LANDSCAPE MAINTENANCE ASSOCIATION, INC",9376-2000,REG,261,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,las vega valley community management,las vega valley community management,las vega valley community management,las vega valley community management,7571 tule spring rd,False
