Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
AHEY ESTATES HOMEOWNERS ASSOCIATION INC,13019-1998,REG,32,(702) 362-0318,"C/O PERFORMANCE CAM, LLC",5135 CAMINO AL NORTE STE 210,N LAS VEGAS,NV,89031,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AIRPARK ESTATES HOMEOWNERS ASSOCIATION,887-1991,REG,136,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89506,Lyon,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ALAMO SQUARE HOMEOWNER'S ASSOCIATION,0373742016-0,REG,38,(775) 657-8600,,9441 DOUBLE DIAMOND PARKWAY #14,RENO,NV,89521,Washoe,,,,,,
ALEXANDER PARK HOMEOWNERS' ASSOCIATION,26381-2003,REG,185,(702) 639-8410,C/O SOLEIL ASSOCIATION MANAGEMENT,7200 LAS VEGAS BLVD S STE A,LAS VEGAS,NV,89119,Clark,nicklin property management,nicklin property management,nicklin property management,nicklin property management,375 n stephanie st,False
ALEXANDER STATION COMMUNITY ASSOCIATION,19615-1998,REG,93,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,5550 PAINTED MIRAGE RD STE 320,LAS VEGAS,NV,89149,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ALEXIS HEIGHTS UNIT OWNERS ASSOCIATION,0037492005-9,REG,256,(702) 373-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
ALLEGRO HOMEOWNERS ASSOCIATION,1392-1992,REG,147,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,terra west management service,terra west management service,terra west management service,terra west management service,10651 professional cir,False
ALLEN MANOR HOMEOWNERS ASSOCIATION,12891-2004,REG,147,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,reno property management,reno property management,reno property management,reno property management,5250 neil rd,False
ALLEN MANOR II HOMEOWNERS ASSOCIATION,0052322006-0,REG,60,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
"ALLURE HOMEOWNERS' ASSOCIATION, INC.",0608152007-2,REG,427,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ALLURE I TOWNHOMES HOMEOWNERS ASSOCIATION,3232-1994,REG,126,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
ALOFT HOMEOWNERS ASSOCIATION CORPORATION,0450722006-0,REG,120,(702) 565-9743,,325 W LAKE MEAD PKWY,HENDERSON,NV,89015,Clark,,,,,,
ALONDRA HOMEOWNERS' ASSOCIATION,769-2005,REG,320,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,nicklin property management,nicklin property management,nicklin property management,nicklin property management,375 n stephanie st,False
ALPINE MEADOWS ESTATES HOMEOWNERS ASSOCIATION THE,7447-1996,REG,19,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,shannon day property management,shannon day property management,shannon day property management,shannon day property management,po box 97512,False
ALPINE RIDGE ESTATES HOMEOWNERS ASSOCIATION,0498242007-9,REG,25,(702) 247-1115,C/O IDEAL COMMUNITY MANAGEMENT,5785 CENTENNIAL CENTER BLVD STE 210,LAS VEGAS,NV,89149,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,710 coronado center drive,False
ALPINE TERRACE PROPERTY OWNERS ASSOCIATION,1290-1974,REG,24,(775) 853-9777,C/O TERRA WEST MANAGEMENT SERVICES,10651 PROFESSIONAL CIR STE A,RENO,NV,89521,Washoe,las vega valley community management,las vega valley community management,las vega valley community management,las vega valley community management,7571 tule spring rd,False
ALPINE VISTA II HOMEOWNERS ASSOCIATION,3388-1992,REG,84,(775) 329-7070,C/O RENO PROPERTY MANAGEMENT,"5250 NEIL ROAD, STE 100",RENO,NV,89502,Washoe,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
ALTA VILLAGE HOMEOWNERS' ASSOCIATION,7808-1994,REG,9,(775) 832-0284,C/O INCLINE PROPERTY MANAGEMENT,848 TANAGER ST STE M,INCLINE VILLAGE,NV,89451,Washoe,nicklin property management,nicklin property management,nicklin property management,nicklin property management,375 n stephanie st,False
ALTAIR HOMEOWNERS ASSOCIATION,11896-1994,REG,176,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,nicklin property management,nicklin property management,nicklin property management,nicklin property management,375 n stephanie st,False
AMARILLO HOMEOWNERS ASSOCIATION,0528972005-1,REG,53,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,epic association management,epic association management,epic association management,epic association management,8712 spanish ridge ave,False
"AMBER HILLS II HOMEOWNERS' ASSOCIATION, INC",7307-2002,REG,176,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AMBER HILLS III HOMEOWNERS ASSOCIATION INC,7407-2002,REG,80,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
"AMBER HILLS WEST HOMEOWNERS ASSOCIATION, INC.",5677-1998,REG,88,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
AMBER RIDGE ASSOCIATION,7614-2004,REG,199,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT INC,710 CORONADO CENTER DRIVE,N LAS VEGAS,NV,89052,Clark,harmony management,harmony management,harmony management,harmony management,1151 s buffalo drive 230,False
AMBER RIDGE COMMUNITY ASSOCIATION,15054-2004,REG,213,(702) 655-7064,C/O LAS VEGAS VALLEY COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
AMBER WOOD HOMEOWNERS ASSOCIATION,27877-2004,REG,55,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES,3568 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,camco,camco,camco,camco,po box 400518,False
"AMBIANCE ESTATES HOMEOWNERS ASSOCIATION, INC.",16829-2000,REG,49,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911-B,HENDERSON,NV,89014,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
AMBIANCE SOUTHWEST LAND MANAGEMENT ASSOCIATION,0420392010-9,REG,10,(702) 823-2272,,7171 CROWNTOP CIR,LAS VEGAS,NV,89118,Clark,,,,,,
"AMERICAN VILLAGE ASSOCIATION, INC.",1145-1973,REG,147,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,camco,camco,camco,camco,po box 400518,False
AMERICAN WEST VILLAGE II OWNERS ASSOCIATION,16408-1996,REG,97,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AMERICAN WEST VILLAGE OWNERS ASSOCIATION,16349-1994,REG,203,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ANASAZI ESTATES HOMEOWNERS ASSOCIATION,8786-1995,REG,137,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,181 N ARROYO GRANDE BLVD STE 125,HENDERSON,NV,89074,Clark,camco,camco,camco,camco,po box 400518,False
ANDOVER HOMEOWNERS ASSOCIATION,2623-2004,REG,101,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,shannon day property management,shannon day property management,shannon day property management,shannon day property management,po box 97512,False
ANGEL COURT HOMEOWNERS ASSOCIATION,4852-1994,REG,40,(702) 309-3021,C/O HARMONY MANAGEMENT LLC,"1151 S. BUFFALO DRIVE, #230",LAS VEGAS,NV,89117,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
ANGEL POINT HOMEOWNERS ASSOCIATION,138-1995,REG,144,(702) 222-2391,"C/O NEVADA COMMUNITY MANAGEMENT, LLC",9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,ideal community management,ideal community management,ideal community management,ideal community management,5785 centennial center blvd,False
ANN LOSEE HOMEOWNERS ASSOCIATION,0674752005-2,REG,427,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
ANNENDALE HOMEOWNERS ASSOCIATION,35191-2001,REG,194,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ANTELOPE CANYON HOMEOWNERS ASSOCIATION,17971-1997,REG,102,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,3675 W CHEYENNE AVE STE 100,N LAS VEGAS,NV,89032,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
ANTELOPE HOMEOWNERS' ASSOCIATION,14176-2004,REG,292,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
"ANTHEM COUNTRY CLUB COMMUNITY ASSOCIATION, INC.",14326-1998,REG,1649,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE STREET,LAS VEGAS,NV,89135,Clark,camco,camco,camco,camco,po box 400518,False
ANTHEM HIGHLANDS COMMUNITY ASSOCIATION,18706-2003,MSTR,1549,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
ANTIGUA MAINTENANCE CORPORATION,27048-2000,REG,264,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
"APACHE HILLS HOME OWNERS' ASSOCIATION, INC.",12648-2003,REG,88,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,camco,camco,camco,camco,po box 400518,False
APACHE SPRINGS HOMEOWNERS ASSOCIATION,956-1994,REG,146,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3945 W RENO AVE STE I,LAS VEGAS,NV,89118,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
APPALOOSA CANYON/QUARTERHORSE FALLS HOMEOWNERS ASSOCIATION,2484-2000,REG,339,(702) 247-1115,C/O IDEAL COMMUNITY MANAGEMENT,5785 CENTENNIAL CENTER BLVD STE 210,LAS VEGAS,NV,89149,Clark,sierra community management,sierra community management,sierra community management,sierra community management,6280 s valley view blvd,False
APPROACH 80 HOMEOWNERS ASSOCIATION,7239-1981,REG,38,(702) 362-0318,"C/O PERFORMANCE CAM, LLC",5135 CAMINO AL NORTE STE 210,N LAS VEGAS,NV,89031,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARAGON HOMEOWNERS' ASSOCIATION,0112782015-8,REG,143,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89183,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARBOR GLEN HOMEOWNERS ASSOCIATION,0053052006-8,REG,147,(702) 292-9091,C/O REGAL PROPERTY MANAGEMENT,3945 W RENO AVE STE I,LAS VEGAS,NV,89118,Clark,western nevada propertie,western nevada management,western nevada management,western nevada management,804 mill st,True
"ARBOR LANE LANDSCAPE MAINTENANCE ASSOCIATION, INC",9376-2000,REG,261,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
ARBOR PARK COMMUNITY ASSOCIATION,2024-2000,REG,160,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,3675 w cheyenne ave,False
"ARBORS OWNERS ASSOCIATION INC, THE",3100-1984,REG,159,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,PO BOX 28759,LAS VEGAS,NV,89126,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
ARDEN PARK HOMEOWNERS' ASSOCIATION,0142012009-5,REG,40,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARDIENTE HOMEOWNERS ASSOCIATION,0362832005-5,REG,788,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARIANNA RIDGE HOMEOWNERS ASSOCIATION,0515642005-7,REG,30,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
ARISTA HOMEOWNERS' ASSOCIATION,0257342014-9,REG,51,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT,181 N ARROYO GRANDE BLVD STE 125,HENDERSON,NV,89074,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ARLINGTON RANCH ESTATES HOMEOWNERS ASSOCIATION,8387-2004,REG,137,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,"6280 S VALLEY VIEW BLVD, SUITE 310",LAS VEGAS,NV,89118,Clark,real propertie management group,real propertie management group,real propertie management group,real propertie management group,po box 95606,False
ARLINGTON RANCH LANDSCAPE MAINTENANCE ASSOCIATION,8386-2004,REG,1232,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ARLINGTON RANCH MANOR HOMEOWNERS ASSOCIATION,8389-2004,REG,160,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARLINGTON TOWERS HOMEOWNERS ASSOCIATION,5587-1980,REG,194,(775) 284-4434,"C/O WESTERN NEVADA PROPERTIES, INC",804 MILL ST,RENO,NV,89502,Washoe,ctf development,ctf development,ctf development,ctf development,2990 ponce de leon blvd,False
ARLINGTON WEST MANOR HOMEOWNERS ASSOCIATION,0843812006-6,REG,48,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,compass community management,compass community management,compass community management,compass community management,500 n rainbow,False
ARLINGTON WEST TWILIGHT HOMEOWNERS ASSOCIATION,0843092005-7,REG,131,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,3675 W CHEYENNE AVE STE 100,N LAS VEGAS,NV,89032,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ARROWCREEK HOMEOWNERS ASSOCIATION,9936-1997,REG,1090,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Washoe,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
ARROWHEAD ESTATES HOMEOWNERS ASSOCIATION,2111-1981,REG,68,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,camco,camco,camco,camco,po box 400518,False
ARROWHEAD POINTE OWNERS ASSOCIATION INC,8583-1995,REG,112,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,3675 w cheyenne ave,False
ARROYO CANYON HOMEOWNERS ASSOCIATION,0562382005-2,REG,63,(702) 343-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
ARROYO GRANDE LANDSCAPE MAINTENANCE ASSOCIATION,8510-2000,REG,316,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,equu management group,equu management group,equu management group,equu management group,4888 spark blvd,False
ARROYO MESA TOWNHOMES HOMEOWNERS ASSOCIATION,21220-2000,REG,240,(702) 933-7764,C/O REAL PROPERTIES MANAGEMENT GROUP INC,PO BOX 95606,LAS VEGAS,NV,89193,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ARROYO SUMMIT HOMEOWNERS ASSOCIATION,0325252012-9,REG,22,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,incline property management,incline property management,incline property management,incline property management,848 tanger st,False
ARTESIA OWNERS ASSOCIATION,26226-1999,REG,874,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARTESIAN HOMEOWNERS ASSOCIATION,0024732017-8,REG,122,(702) 531-3382,C/O CAMCO,5980 S . DURANGO DR. #131,LAS VEGAS,NV,89113,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ASCAYA OWNERS ASSOCIATION,0398282008-3,REG,400,(786) 517-2929,C/O CTF DEVELOPMENT INC,2990 PONCE DE LEON BLVD SUITE 401,CORAL GABLES,FL,33134,,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ASCENTE HOMEOWNERS ASSOCIATION,24203-2002,REG,46,(702) 448-8118,C/O COMPASS COMMUNITY MANAGEMENT LLC,500 N RAINBOW STE 300,LAS VEGAS,NV,89107,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ASCHER CREEK HOMEOWNERS ASSOCIATION,0107472016-5,REG,36,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W. CHEYENNE AVE.,NORTH LAS VEGAS,NV,89032,Clark,las vega valley community management,las vega valley community management,las vega valley community management,las vega valley community management,7571 tule spring rd,False
ASHFORD PARK HOMEOWNERS ASSOCIATION,8490-1996,REG,96,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES,3568 E RUSSELL RD STE A,LAS VEGAS,NV,89120,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
ASHLEY RIDGE ASSOCIATION,30639-2003,REG,200,(702) 982-0430,C/O DESERT COMMUNITY MANAGEMENT,5550 PAINTED MIRAGE RD STE 120,LAS VEGAS,NV,89149,Clark,camco,camco,camco,camco,po box 400518,False
ASHMORE HOMEOWNERS ASSOCIATION,0602442015-1,REG,148,(702) 251-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ASHTON PLACE MAINTENANCE CORPORATION,20018-2004,REG,88,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,3675 W CHEYENNE AVE STE 100,N LAS VEGAS,NV,89032,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
ASPEN HILLS II ASSOCIATION,27887-1998,REG,206,(702) 982-2587,C/O NEVADA FINEST PROPERTIES,3568 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
ASPEN MEADOWS- FERNLEY FLOOD CONTROL FACILITY MAINTENANCE ASSOC.,0325532005-4,REG,119,(775) 284-2050,C/O EQUUS MANAGEMENT GROUP,4888 SPARKS BLVD STE 102,SPARKS,NV,89436,Washoe,adept management service,adept management service,adept management service,adept management service,5550 painted mirage rd,False
ASPEN PEAK HOMEOWNERS ASSOCIATION INC,21791-2003,REG,300,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
ASPEN WOODS OWNERS ASSOCIATION,10786-1992,REG,15,(775) 832-6604,C/O INCLINE PROPERTY MANAGEMENT,848 TANGER ST STE M,INCLINE VILLAGE,NV,89451,Washoe,camco,camco,camco,camco,po box 400518,False
ASSOCIATION OF HOMEOWNERS OF TIBURON ESTATES - 3,4689-1978,REG,211,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ASTORIA ESTATES PROPERTY OWNERS ASSOCIATION,7689-1989,REG,7,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,7495 w azure dr,False
ASTORIA IRON MOUNTAIN HOMEOWNERS' ASSOCIATION,20500-1999,REG,178,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,camco,camco,camco,camco,po box 400518,False
ASTORIA TRAILS NORTH HOMEOWNERS ASSOCIATION,8741-1999,REG,156,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,sierra community management,sierra community management,sierra community management,sierra community management,6280 s valley view blvd 310,False
ASTORIA TRAILS SOUTH HOMEOWNERS ASSOCIATION,10230-1999,REG,225,(702) 655-7064,C/O LAS VEGAS VALLEY COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,camco,camco,camco,camco,po box 400518,False
ATRIUM GARDENS HOMEOWNERS ASSOCIATION,6726-1981,REG,208,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,PO BOX 28759,LAS VEGAS,NV,89126,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
AURORA 1 HOMEOWNERS ASSOCIATION,25653-1997,REG,78,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern,False
AURORA ASSOCIATION,7816-2002,REG,112,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,639 isbell rd,False
